Identifiant;Adresse;Code postal;Commune;Nature de l'opération;Responsable de l'opération;Date de l'opération;Protohistoire;Antiquité;Moyen-Age;Temps modernes;Epoque contemporaine;X;Y;latitude;longitude
937;4 rue Eugène Spuller;75003;Paris;Diagnostic;Busson Didier;2003;Non;Non;Oui;Non;Non;653200.069;6862905.45;48.86447903329864; 2.3620671851698614
100;1 rue de Vaugirard;75006;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Oui;Non;Non;651664.196;6861173.18;48.84878749033226; 2.341329521445087
1008;1 place du Châtelet;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1925;Non;Non;Non;Oui;Oui;652070.678;6862151.29;48.85761396469893; 2.3467581215100473
959;71 rue du Temple;75003;Paris;Suivi de travaux;Brut Catherine;2007;Non;Non;Non;Non;Non;652723.649;6862517.58;48.86095614656495; 2.3556165063432664
808;12 rue d'Aboukir;75002;Paris;Sondage;;1990;Non;Non;Non;Oui;Oui;651829.54;6863141.72;48.866502717702254; 2.3433594855021878
1826;1 rue Clovis;75005;Paris;Découverte ancienne;Toulouze Eugène;1881;Non;Non;Oui;Non;Non;652320.309;6860846.12;48.84589515017165; 2.3503066155624404
2207;24 rue Lhomond;75005;Paris;Diagnostic;;2019;Non;Non;Non;Non;Non;652037.482;6860554.92;48.84325541724269; 2.346485770359941
1998;208 boulevard MacDonald;75019;Paris;Diagnostic;Watrin Luc;1994 - 1995;Non;Non;Non;Non;Oui;654018.77;6866730.6;48.898936501544696; 2.3728123382190605
1434;71 boulevard Saint-Germain;75005;Paris;Découverte ancienne;Vacquer Théodore;1863;Non;Oui;Oui;Non;Non;651946.055;6861389.88;48.850757355251936; 2.3451457393655075
978;1 boulevard Masséna;75013;Paris;Étude documentaire;;2011;Non;Non;Non;Non;Non;653955.603;6858290.28;48.82302913646006; 2.372865109791304
2082;5 rue Serpolet;75020;Paris;Diagnostic;Goret Jean-François;2018;Non;Non;Non;Non;Oui;656739.284;6862465.19;48.860767205087534; 2.4103533945062394
1652;1 rue Coquillière;75001;Paris;;;1907;Non;Non;Oui;Non;Non;651813.973;6862806.24;48.863484629801555; 2.3431853309591704
1736;1 rue du Marché des Blancs Manteaux;75004;Paris;Découverte ancienne;Sellier Charles;1900;Non;Non;Oui;Non;Non;652936.705;6862172.33;48.85786696124763; 2.3585585884190547
1738;15 rue Saint-Antoine;75004;Paris;Découverte ancienne;Sellier Charles;1899;Non;Non;Oui;Oui;Non;653521.911;6861669.99;48.85339199410843; 2.3665891316894854
985;2 rue du Mont-Cenis;75018;Paris;Fouille;Bresson Violaine;2012;Non;Non;Non;Non;Non;651712.362;6865389.57;48.88670829664176; 2.3415067093658246
1658;1 avenue de l'Opéra;75002;Paris;Découverte ancienne;Sellier Charles;1902;Non;Non;Non;Non;Non;651019.507;6863541.47;48.870036571283954; 2.332271880434853
2020;98 rue de Charonne;75011;Paris;Découverte ancienne;Lambeau Lucien;1908;Non;Non;Non;Oui;Non;654766.545;6861750.25;48.85420236359943; 2.383541966069535
2236;74 rue du Cardinal Lemoine;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Oui;Non;Non;652267.727;6860724.07;48.844793617229264; 2.349603853342975
2219;16B rue de l'Abbé de l'Epée;75005;Paris;Diagnostic;;;Non;Non;Non;Non;Non;651600.95;6860658.26;48.84415205186314; 2.3405263116780612
1892;26v rue Saint-Martin;75004;Paris;Découverte ancienne;Vacquer Théodore;1852 - 1853;Non;Oui;Oui;Non;Non;652327.942;6862284.19;48.85882815462733; 2.350249380740903
1916;13 rue des Barres;75004;Paris;Découverte ancienne;Vacquer Théodore;1837;Non;Non;Oui;Non;Non;652692.53;6861901.17;48.855410586724304; 2.3552609682201493
55;53 ter quai des Grands-Augustins;75006;Paris;Découverte ancienne;Magne Charles;1911 - 1912;Non;Non;Oui;Non;Non;651644.863;6861925.27;48.855549515767734; 2.3409805501685277
1245;6 place Paul Painlevé;75005;Paris;Sondage;Massy Jean-Louis;1988-1989;Non;Oui;Non;Non;Non;651856.689;6861343.35;48.850332260063155; 2.343933229841042
1937;1 rue de la Cossonnerie;75001;Paris;Découverte ancienne;;1852;Non;Non;Oui;Non;Non;652267.218;6862548.96;48.861204719949036; 2.3493920415923926
1416;1 place de l'Odéon;75006;Paris;Sondage;Capitan Louis;1900;Non;Oui;Non;Non;Non;651487.07;6861319.77;48.8500924912893; 2.338899219139676
1417;1 place du Panthéon;75005;Paris;Découverte ancienne;Caylus Anne Claude Philippe;1758;Non;Oui;Non;Non;Non;652050.067;6860789.32;48.84536432213252; 2.346630813141201
1666;28 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Non;Oui;Non;Non;652978.617;6860094.59;48.839184942259386; 2.359359543200068
1111;2w rue de Médicis;75006;Paris;Suivi de travaux;Peixoto Xavier;2015;Non;Oui;Non;Oui;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
1342;103 rue de Charenton;75012;Paris;Diagnostic;Caparros Thierry;2005;Non;Non;Non;Non;Non;654342.579;6860990.33;48.84733844267919; 2.3778458396730566
2174;15 rue de l'Ecole de Médecine;75006;Paris;Découverte ancienne;Vacquer Théodore;"1882;1884";Non;Non;Oui;Oui;Non;651655.439;6861394.1;48.85077357411049; 2.34118507844028
1330;10 rue de l'Ecole Polytechnique;75005;Paris;Découverte ancienne;Magne Charles;1898;Non;Oui;Non;Non;Non;652143.962;6861049.76;48.8477134440114; 2.3478808675033087
1664;28 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;;1700;Non;Oui;Oui;Non;Non;652978.617;6860094.59;48.839184942259386; 2.359359543200068
1703;27 rue Chapon;75003;Paris;Découverte ancienne;;1898;Non;Non;Non;Non;Non;652653.529;6862832.52;48.86378326258981; 2.3546257184374384
96;15 rue de la Parcheminerie;75005;Paris;Découverte ancienne;;1916;Non;Non;Non;Oui;Non;651935.896;6861486.56;48.851626035256814; 2.3449963755088135
371;1 rue du Cimetière Saint-Benoist;75005;Paris;Découverte ancienne;Sellier Charles;1906;Non;Oui;Non;Non;Non;652010.226;6861116.77;48.84830608037931; 2.3460510107722246
2263;1 rue de Sully;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;653301.356;6861332.42;48.85034028460348; 2.363620578163751
1869;1 rue de Lutèce;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Oui;Non;Non;Non;652061.674;6861857.84;48.85497425523114; 2.3466685010211537
1913;103 rue Philippe-de-Girard;75018;Paris;Découverte ancienne;Vacquer Théodore;1869;Non;Oui;Non;Non;Non;653092.172;6865710.24;48.88969398926973; 2.360286766776078
1222;73 boulevard Kellermann;75013;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652197.841;6857994.81;48.82024399868058; 2.3489582465596306
1526;25 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651783.395;6861353.06;48.850414118845684; 2.342933370082707
1575;7 boulevard Arago;75013;;Découverte ancienne;Toulouze Eugène;1881;Non;Oui;Oui;Non;Non;652358.654;6859778.09;48.83629315113714; 2.35094870994861
1285;35 rue de la Bûcherie;75005;Paris;Découverte ancienne;Sellier Charles;1898;Non;Oui;Non;Non;Non;652097.903;6861589.91;48.85256753863342; 2.3471924151583075
1866;30 quai des Orfèvres;75001;Paris;Découverte ancienne;;1863 - 1864;Non;Non;Non;Oui;Non;651868.006;6861842.51;48.854821963198965; 2.3440309370894674
1646;4 boulevard de Port-Royal;75005;Paris;Découverte ancienne;Toulouze Eugène;;Non;Non;Non;Non;Non;652357.16;6859862.86;48.83705537390763; 2.350918864125306
1895;8 rue Saint-Bon;75004;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652354.617;6862240.43;48.858436599241756; 2.3506178385625733
1790;1 place Sainte-Geneviève;75005;Paris;Découverte ancienne;Vacquer Théodore;1851;Non;Oui;Oui;Non;Non;652122.058;6860920.14;48.84654608396387; 2.3475969960747336
1766;26 rue Geoffroy l'Asnier;75004;Paris;Diagnostic;Goret Jean-François;2016;Non;Non;Oui;Oui;Non;652794.222;6861848.28;48.85494242828321; 2.356652708516785
1681;72 rue Réaumur;75003;Paris;Découverte fortuite;Magne Charles;1911;Non;Non;Non;Non;Non;652527.464;6863109.4;48.86626389446493; 2.352876488679866
1340;47 rue des Ecoles;75005;Paris;Découverte ancienne;Vacquer Théodore;1883-1889;Non;Oui;Oui;Non;Non;651882.692;6861266.58;48.84964375058517; 2.344296254087926
1545;10 boulevard du Palais;75001;Paris;Découverte ancienne;Sellier Charles;1901;Non;Non;Oui;Non;Non;651934.563;6861822.8;48.85464968182187; 2.344940198902075
1287;23 rue Clovis;75005;Paris;Diagnostic;Berthier Karine;1999;Non;Non;Oui;Oui;Non;652106.23;6860899.37;48.84635809643975; 2.3473836669749217
1882;8 boulevard du Palais;75001;Paris;Découverte ancienne;Vacquer Théodore;1851;Non;Oui;Non;Non;Non;651949.454;6861844.15;48.85484282730178; 2.345140718101695
1391;20 rue des Fossés-Saint-Jacques;75005;Paris;Découverte ancienne;Magne Charles;1886;Non;Oui;Non;Non;Non;651889.181;6860788.68;48.845346529471016; 2.3444387426283613
1395;1 rue Gay-Lussac;75005;Paris;Découverte ancienne;Vacquer Théodore;1865-1866;Non;Oui;Non;Non;Non;651631.574;6860962.15;48.84688725655671; 2.340909005705508
1519;144 boulevard Saint-Germain;75006;Paris;Découverte ancienne;Vacquer Théodore;1877;Non;Oui;Non;Non;Non;651372.328;6861641.99;48.85298154469029; 2.337298816543
1253;2 place Marcelin Berthelot;75005;Paris;Découverte ancienne;Vacquer Théodore;1846;Non;Oui;Non;Non;Non;652025.598;6861187.46;48.84894292881781; 2.3462524980671855
1261;1 rue du cimetière Saint-Benoist;75005;Paris;Découverte ancienne;Sellier Charles;1906;Non;Oui;Non;Non;Non;652010.226;6861116.77;48.84830608037931; 2.3460510107722246
1894;180 rue la Fayette;75010;Paris;Découverte ancienne;Sellier Charles;1897;Non;Oui;Non;Non;Non;653254.727;6864705.46;48.88067010746907; 2.3626141484992256
2249;2 rue de Lutèce;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;652066.815;6861901.46;48.85536698054651; 2.3467336433864956
2190;67 boulevard Saint-Germain;75005;Paris;Découverte ancienne;Vacquer Théodore;1845 ?;Non;Oui;Non;Non;Non;651988.047;6861373.93;48.85061706620805; 2.3457197591338295
2192;2 place Marcelin Berthelot;75005;Paris;Découverte ancienne;Vacquer Théodore;1861;Non;Oui;Non;Non;Non;652025.598;6861187.46;48.84894292881781; 2.3462524980671855
221;52 avenue des Champs-Élysées;75008;Paris;;;1928;Non;Non;Non;Oui;Non;649143.744;6863602.03;48.8704357047087; 2.306694524567543
183;2 rue de Braque;75003;Paris;Découverte ancienne;Grimault Prudent Aimé;1925;Non;Non;Non;Non;Non;652843.591;6862489.75;48.86071472003891; 2.3572543477703594
32;1 place Baudoyer;75004;Paris;Découverte ancienne;Magne Charles;1913 - 1914;Non;Oui;Oui;Non;Non;652682.042;6861991.86;48.85622538400638; 2.355107942670081
112;6v rue de Richelieu;75001;Paris;Découverte ancienne;Magne Charles;1915;Non;Non;Non;Non;Non;651254.236;6862815.98;48.86353017780059; 2.3355549012352257
290;1 place de l'Hôtel de Ville;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1935;Non;Non;Non;Non;Oui;652820.523;6861660.44;48.85325514066571; 2.3570319822755565
141;60 rue de Vaugirard;75006;Paris;Découverte ancienne;Grimault Prudent Aimé;1923;Non;Non;Non;Oui;Non;650989.169;6861160.66;48.84862395141777; 2.332132827864523
145;9 place du Panthéon;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1920;Non;Oui;Oui;Oui;Non;652001.38;6860805.98;48.8455105025609; 2.3459655509294324
161;1 place du Puits de l'Hermite;75005;Paris;Découverte ancienne;;1922-1923;Non;Non;Non;Oui;Non;652612.904;6860430.35;48.84217773757228; 2.3543397208220327
172;49 rue Saint-André des Arts;75006;Paris;Étude documentaire;;1924;Non;Non;Oui;Non;Non;651540.438;6861692.77;48.85345087157587; 2.3395839361005213
284;9 boulevard du Palais;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1935;Non;Non;Oui;Non;Non;651977.89;6861824.22;48.854665709715775; 2.3455304931250485
495;8 rue Cassini;75014;Paris;Sauvetage urgent;Fleury Michel;1963;Non;Oui;Non;Non;Non;651380.644;6859866.83;48.83701815587002; 2.3376150749362594
379;26 avenue du Général Leclerc;75014;Paris;Découverte ancienne;Magne Charles;1916;Non;Non;Oui;Non;Non;650827.749;6859308.1;48.83195147720514; 2.3301474252742715
235;1 boulevard des Filles-du-Calvaire;75003;Paris;Découverte ancienne;Grimault Prudent Aimé;1928;Non;Non;Non;Oui;Non;653555.639;6862528.63;48.861116120667745; 2.366954951550056
491;19 rue Chanoinesse;75004;Paris;Suivi de travaux;Travert Louis;1962;Non;Oui;Non;Non;Non;652320.836;6861760.13;48.854114806662125; 2.350211309978198
527;1 rue du Faubourg Saint-Jacques;75014;Paris;;;1965;Non;Non;Non;Non;Non;651530.616;6860044.04;48.83862306517921; 2.339637992437994
416;1 rue du faubourg du Temple;75010;Paris;;;1938;Oui;Non;Non;Non;Non;653404.267;6863299.45;48.868036979645446; 2.364807299357787
436;1 place de l'Alma;75016;Paris;Suivi de travaux;Fleury Michel;1955;Non;Non;Non;Oui;Non;648701.112;6862938.3;48.864431850053016; 2.300740718698285
617;1 rue Jussieu;75005;Paris;Découverte ancienne;;1967 - 1968;Non;Non;Oui;Non;Non;652789.85;6860732.43;48.84490731745333; 2.356717014541812
560;7 rue de Blainville;75005;Paris;;;1972;Non;Oui;Non;Non;Non;652198.451;6860685.99;48.844446100393434; 2.3486642259119765
669;28 boulevard Saint-Germain;75005;Paris;;;1979;Non;Non;Non;Non;Non;652484.625;6861263.33;48.84965922113154; 2.352498902834778
672;1 place de l'Hôtel de Ville;75004;Paris;Sauvetage urgent;Busson Didier;1980;Non;Non;Oui;Oui;Non;652820.523;6861660.44;48.85325514066571; 2.3570319822755565
676;2w rue de Médicis;75006;Paris;Sauvetage urgent;Servat Edmond;1981;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
640;1 rue Hautefeuille;75006;Paris;Suivi de travaux;Servat Edmond;1977;Non;Oui;Non;Non;Non;651809.757;6861618.75;48.852805352939825; 2.3432624870975536
579;106 rue Saint-Denis;75002;Paris;Suivi de travaux;Viré Marc;1975;Non;Oui;Non;Non;Non;652324.582;6862831.55;48.86375026835331; 2.350142190538536
581;33 RUE SAINT JACQUES;75005;Paris;Suivi de travaux;Viré Marc;1975;Non;Oui;Non;Non;Non;651999.679;6861431.9;48.851139227028135; 2.3458717225567414
516;45 rue de la Grange-aux-Belles;75010;Paris;;;1938;Non;Non;Non;Oui;Non;653644.831;6864174.38;48.875922485567514; 2.3679910637334824
880;11 place Marcelin Berthelot;75005;Paris;Diagnostic;Guyard Laurent;1994;Non;Oui;Oui;Non;Non;651973.858;6861204.35;48.8490909744788; 2.3455455613308427
1097;11 quai Conti;75006;Paris;Diagnostic;Celly Paul;2010;Non;Non;Oui;Non;Non;651501.556;6862044.24;48.85660866479837; 2.339013975051128
766;254 rue Saint-Jacques;75005;Paris;Diagnostic;Robin Sylvie;1989;Non;Oui;Non;Non;Non;651655.875;6860533.46;48.84303383933639; 2.341288857077517
1149;56 rue Saint-Jacques;75005;;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651827.844;6861030.01;48.847512222926234; 2.3435756629653897
1150;162 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;1877 ?;Non;Oui;Non;Non;Non;651807.556;6860973.89;48.84700604715164; 2.343305577952916
1381;1 rue des Ardennes;75019;Paris;Diagnostic;Binet Éric;1997;Non;Non;Non;Non;Non;655019.037;6865431.43;48.88732419530495; 2.3865931634270066
366;1 rue Saint-Jacques;75005;Paris;Découverte ancienne;Magne Charles;1897;Non;Oui;Non;Non;Non;652039.166;6861534.63;48.85206601245226; 2.346398222533624
1182;11 place Marcelin Berthelot;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651973.858;6861204.35;48.8490909744788; 2.3455455613308427
901;14 rue des Rosiers;75004;Paris;Diagnostic;McIntyre Peter;"1997 ; 1999";Non;Non;Non;Non;Non;653038.769;6862070.66;48.856960136495516; 2.3599608230807383
99;44 boulevard Saint-Michel;75006;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Oui;Non;Non;651682.1;6861193.81;48.848974384908395; 2.3415711429347748
1620;12 rue des Gobelins;75005;Paris;Découverte ancienne;;;Non;Non;Non;Non;Non;652355.644;6859938.91;48.83773914808761; 2.3508896946384152
1628;6 rue Michel Peter;75013;Paris;Découverte ancienne;Vacquer Théodore;1869;Non;Oui;Non;Oui;Non;652529.432;6859820.58;48.83668785936551; 2.3532704926065815
136;254 rue Saint-Martin;75003;Paris;;;1902;Non;Non;Non;Oui;Non;652596.578;6863058.14;48.86580804795503; 2.353824294008589
449;11 place Marcelin Berthelot;75005;Paris;Découverte ancienne;;1956 - 1957;Non;Oui;Non;Non;Non;651973.858;6861204.35;48.8490909744788; 2.3455455613308427
461;282 rue Saint-Jacques;75005;Paris;Sondage;Servat Edmond;1958;Non;Oui;Non;Non;Non;651638.512;6860377.29;48.84162810693227; 2.3410700455110702
143;15 rue Pierre Nicole;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1922-1923;Non;Non;Oui;Oui;Non;651569.695;6860359.33;48.84146146013365; 2.340134495284611
993;57 bis rue des Francs-Bourgeois;75004;Paris;Étude documentaire;Busson Didier;2014;Non;Non;Oui;Non;Non;652839.437;6862382.86;48.859753175820586; 2.35720959053015
955;43 rue Raynouard;75016;Paris;Diagnostic;Marquis Philippe;2005;Non;Non;Non;Non;Non;647246.595;6861971.45;48.85561967505709; 2.2810351562998674
1489;1 rue Xavier-Privas;75005;Paris;Découverte ancienne;Magne Charles;1898;Oui;Non;Non;Non;Non;651997.233;6861653.04;48.85312773379319; 2.3458134246652067
1360;57 rue de Patay;75013;Paris;Diagnostic;Guinchard Patricia;2004;Non;Non;Non;Non;Oui;654028.84;6858617.09;48.82597338115357; 2.373827275159457
1431;70 boulevard Saint-Germain;75005;Paris;Découverte ancienne;Vacquer Théodore;1862;Non;Oui;Non;Non;Non;652099.228;6861365.96;48.85055363170041; 2.3472357012604532
2204;19 rue de la Verrerie;75004;Paris;Fouille;Renel François;2018;Non;Non;Non;Non;Non;652633.804;6862119.48;48.857369487045254; 2.3544363214232726
2165;1 place de la Sorbonne;75005;Paris;Découverte ancienne;Vacquer Théodore;1859;Non;Oui;Non;Non;Non;651755.938;6861129.5;48.848401553436474; 2.3425845845034488
2168;1 rue Domat;75005;Paris;Découverte ancienne;Vacquer Théodore;1875;Non;Oui;Non;Non;Non;652111.625;6861377.11;48.85065481563163; 2.347403377148975
1367;53 avenue de l'Observatoire;75014;Paris;Diagnostic;Mazières Thomas;2005;Non;Non;Non;Oui;Oui;651333.277;6860026.54;48.83845085982135; 2.3369515119084134
250;2 rue Oberkampf;75011;Paris;;;1928-1930;Non;Non;Non;Non;Non;653574.674;6862681.55;48.86249262972351; 2.3671976882263994
1651;14 rue Mondétour;75001;Paris;Découverte ancienne;Sellier Charles;1899;Non;Non;Non;Oui;Non;652168.185;6862718.7;48.86272380409317; 2.3480231598530175
1832;1 rue des Prêtres Saint-Séverin;75005;Paris;Découverte ancienne;Vacquer Théodore;1856;Non;Non;Oui;Non;Non;651962.584;6861545.87;48.852161423743574; 2.345353353992622
1833;1 rue des Prêtres Saint-Séverin;75005;Paris;Découverte ancienne;Jollois Jean-Baptiste Prosper;1839;Non;Oui;Non;Non;Non;651962.584;6861545.87;48.852161423743574; 2.345353353992622
1914;16 rue Ballu;75009;Paris;Découverte ancienne;Jollois Jean-Baptiste Prosper;1836;Non;Oui;Non;Non;Non;650895.154;6864858.32;48.88186911419801; 2.3304244928355313
1995;206 Boulevard MacDonald;75019;Paris;Diagnostic;Rollier Gilles;1995;Non;Non;Non;Non;Oui;654027.695;6866731.16;48.89894221079539; 2.3729340097242386
1662;4 rue Scipion;75005;Paris;Découverte ancienne;Magne Charles;1884;Non;Oui;Non;Non;Non;652586.772;6859979.93;48.83812510696596; 2.3540338871724615
2228;17 rue du Temple;75004;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Oui;Non;Non;652550.68;6862252.25;48.85855736593782; 2.353288637663387
1105;19 rue d'Assas;75006;Paris;Diagnostic;Celly Paul;2014;Non;Oui;Oui;Oui;Non;650773.466;6861152.58;48.84853476400607; 2.329194535646643
969;31 rue d'Ulm;75005;Paris;Fouille;De Filippo Raphaël;1999;Non;Oui;Non;Non;Non;651900.539;6860524.04;48.842967478920485; 2.3446234288681373
1915;1 rue de Montholon;75009;Paris;Découverte ancienne;;;Non;Oui;Non;Non;Non;652210.12;6864258.84;48.876577118842185; 2.3484215076590984
1375;2 rue de la Fédération;75015;Paris;Fouille;Navecth-Domin Antoinette;1995;Non;Oui;Non;Oui;Non;647881.062;6861876.08;48.85481368429217; 2.2896933932512233
1477;2w rue de Médicis;75006;Paris;Découverte ancienne;Vacquer Théodore;1859;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
1478;2w rue de Médicis;75006;Paris;Découverte ancienne;;1807;Non;Non;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
907;92 rue Saint-Dominique;75007;Paris;Évaluation archéologique;Brut Catherine;1999;Non;Non;Non;Oui;Non;649033.054;6862367.92;48.859328894334595; 2.3053336097015222
1689;92 rue des Archives;75003;Paris;Découverte ancienne;;1898;Non;Non;Non;Oui;Non;653104.159;6862781.71;48.86335929100146; 2.360773540993775
